id,isi,link,judul,images,tanggal
5,"SMA Negeri 1 Seririt menerima kunjungan Tim Monev Bantuan DAK Fisik Reguler Bidang Pendidikan SMA Provinsi Bali. Kedatangan Tim diterima oleh Kepala Sekolah beserta staf serta Panitia Swakelola di RKG pada Selasa (5/12) siang kemarin.  Seperti diketahui, pada tahun 2023, SMA Negeri 1 Seririt menerima bantuan pembangunan toilet (jamban) yang pengerjaannya dilakukan secara swakelola mulai bulan Juni lalu. \r\n\r\nKetua Pelaksana Swakelola Pembangunan Made Yasa Sumendra, S.Pd.,M.Pd yang juga Ketua Komite SMA Negeri 1 Seririt dalam laporannya mengatakan bahwa sejauh ini progres pembangunan toilet sudah 100%. Untuk itu, pihaknya menyampaikan terima kasih atas dukungan dari seluruh panitia swakelola, baik tim perencana, pelaksana, maupun pengawas sehingga bisa terselesaikan sesuai dengan rencana. Pihaknya juga menyampaikan terima kasih kepada Disdikpora Provinsi Bali yang selalu memberikan arahan pengerjaan sesuai dengan standar yang ditetapkan.   \r\n\r\nSementara itu, Tim Monev Ketut Sukerta, S.Pd.SD.,M.Pd selaku Ketua Tim Pelaksana Pembangunan  Disdikpora Provinsi Bali yang didampingi oleh I Nyoman Purnata, ST., MT  selaku PTP  Dinas PU Provinsi Bali menyampaikan bahwa secara umum pengerjaan bangunan toilet di SMA Negeri 1 Seririt sudah tergolong baik. Untuk itu pihaknya menyampaikan terima kasih kepada panitia swakelola karena sudah bekerja dengan baik. Selanjutnya, untuk hal-hal yang dalam pelaksanaan ada sedikit perbedaan dengan RAB seperti menyangkut merek barang diharapkan dilengkapi dengan administrasi pendukungnya sehingga tidak menjadi masalah di kemudian hari. \r\n\r\nDikonfirmasi terpisah,  terkait dengan pemenuhan sarana dan prasarana di sekolah, Waka Sarpras Putu Agustiasa Harmaya, S.Pd mengatakan bahwa selama ini sekolah terus berupaya melengkapi kebutuhan sarana dan prasarana untuk menunjang proses pendidikan. Setelah mendapatkan bantuan pembangunan toilet pada tahun 2023, selanjutnya pembangunan aula diharapkan bisa terealisasi pada tahun 2024.  Demikian juga sarpras yang lain seperti kebutuhan ruang kelas baru (RKB) dan lab bahasa yang diupayakan secara bertahap. (hms/mus)",https://www.instagram.com/p/C0fm3wUPEx7/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,"?????? ??????????, ??????? ?????? ??? ????? ??????? ??? ????? ???????? ????",48ec5b98ec9e2a4b2df0c35ba2f6cb3f.png,2023-12-06

