THREAD_ID,TRANSACTION_ID,WAITING_COLUMN_FAMILY_ID,STATE,NAME,QUERY,LOCK_COUNT,TIMEOUT_SEC,WAITING_KEY,WRITE_COUNT,READ_ONLY,SKIP_TRX_API,IS_REPLICATION,NUM_ONGOING_BULKLOAD,HAS_DEADLOCK_DETECTION

